STEP 0
FIRE 1 3 67.00 VOLTAGE 87.10
FIRE 1 5 64.00 VOLTAGE 83.20
FIRE 1 6 60.00 VOLTAGE 78.00
FIRE 1 7 62.00 VOLTAGE 80.60
FIRE 2 0 66.00 VOLTAGE 85.80
FIRE 2 5 66.00 VOLTAGE 85.80
FIRE 3 0 67.00 VOLTAGE 87.10
FIRE 3 7 62.00 VOLTAGE 80.60
FIRE 3 8 66.00 VOLTAGE 85.80
FIRE 4 0 69.00 VOLTAGE 89.70
FIRE 4 1 61.00 VOLTAGE 79.30
FIRE 4 2 68.00 VOLTAGE 88.40
FIRE 4 7 65.00 VOLTAGE 84.50
FIRE 4 9 61.00 VOLTAGE 79.30
FIRE 5 0 61.00 VOLTAGE 79.30
FIRE 5 1 63.00 VOLTAGE 81.90
FIRE 5 8 63.00 VOLTAGE 81.90
FIRE 7 2 68.00 VOLTAGE 88.40
FIRE 7 9 63.00 VOLTAGE 81.90
FIRE 8 0 70.00 VOLTAGE 91.00
FIRE 8 1 64.00 VOLTAGE 83.20
FIRE 8 2 68.00 VOLTAGE 88.40
FIRE 8 3 69.00 VOLTAGE 89.70
FIRE 8 6 61.00 VOLTAGE 79.30
FIRE 8 8 62.00 VOLTAGE 80.60
FIRE 8 9 66.00 VOLTAGE 85.80
FIRE 9 4 62.00 VOLTAGE 80.60
ANIMAL 1 3.0 2.0 36.0
ANIMAL 2 1.0 2.0 39.0
ANIMAL 3 9.0 2.0 36.0
ANIMAL 4 1.0 6.0 36.0
ANIMAL 5 9.0 0.0 37.0
STEP 3
FIRE 0 7 66.00 VOLTAGE 85.80
FIRE 1 2 66.00 VOLTAGE 85.80
FIRE 1 6 61.00 VOLTAGE 79.30
FIRE 1 8 67.00 VOLTAGE 87.10
FIRE 2 2 63.00 VOLTAGE 81.90
FIRE 3 2 66.00 VOLTAGE 85.80
FIRE 3 8 67.00 VOLTAGE 87.10
FIRE 3 9 70.00 VOLTAGE 91.00
FIRE 4 1 64.00 VOLTAGE 83.20
FIRE 4 2 64.00 VOLTAGE 83.20
FIRE 4 3 62.00 VOLTAGE 80.60
FIRE 5 1 61.00 VOLTAGE 79.30
FIRE 5 3 68.00 VOLTAGE 88.40
FIRE 7 5 61.00 VOLTAGE 79.30
FIRE 7 6 65.00 VOLTAGE 84.50
FIRE 8 0 61.00 VOLTAGE 79.30
FIRE 8 1 64.00 VOLTAGE 83.20
FIRE 8 3 68.00 VOLTAGE 88.40
FIRE 8 6 69.00 VOLTAGE 89.70
FIRE 9 1 61.00 VOLTAGE 79.30
FIRE 9 4 69.00 VOLTAGE 89.70
FIRE 9 6 70.00 VOLTAGE 91.00
FIRE 9 7 61.00 VOLTAGE 79.30
FIRE 9 8 66.00 VOLTAGE 85.80
ANIMAL 1 3.0 2.0 37.0
ANIMAL 2 1.0 1.0 38.0
ANIMAL 3 9.0 3.0 37.0
ANIMAL 4 0.0 6.0 40.0
ANIMAL 5 8.0 0.0 37.0
STEP 4
FIRE 0 0 69.00 VOLTAGE 89.70
FIRE 0 2 60.00 VOLTAGE 78.00
FIRE 0 4 69.00 VOLTAGE 89.70
FIRE 0 7 63.00 VOLTAGE 81.90
FIRE 1 2 66.00 VOLTAGE 85.80
FIRE 1 3 70.00 VOLTAGE 91.00
FIRE 1 5 68.00 VOLTAGE 88.40
FIRE 2 0 64.00 VOLTAGE 83.20
FIRE 2 2 65.00 VOLTAGE 84.50
FIRE 2 7 64.00 VOLTAGE 83.20
FIRE 2 8 64.00 VOLTAGE 83.20
FIRE 2 9 65.00 VOLTAGE 84.50
FIRE 3 8 69.00 VOLTAGE 89.70
FIRE 4 1 61.00 VOLTAGE 79.30
FIRE 4 2 69.00 VOLTAGE 89.70
FIRE 5 4 62.00 VOLTAGE 80.60
FIRE 5 5 67.00 VOLTAGE 87.10
FIRE 5 6 69.00 VOLTAGE 89.70
FIRE 5 9 63.00 VOLTAGE 81.90
FIRE 6 0 64.00 VOLTAGE 83.20
FIRE 6 3 62.00 VOLTAGE 80.60
FIRE 6 5 62.00 VOLTAGE 80.60
FIRE 6 6 68.00 VOLTAGE 88.40
FIRE 6 9 69.00 VOLTAGE 89.70
FIRE 7 8 65.00 VOLTAGE 84.50
FIRE 8 1 61.00 VOLTAGE 79.30
FIRE 8 2 64.00 VOLTAGE 83.20
FIRE 8 8 65.00 VOLTAGE 84.50
FIRE 9 0 61.00 VOLTAGE 79.30
FIRE 9 1 65.00 VOLTAGE 84.50
FIRE 9 2 61.00 VOLTAGE 79.30
FIRE 9 6 67.00 VOLTAGE 87.10
FIRE 9 7 70.00 VOLTAGE 91.00
ANIMAL 1 4.0 3.0 40.0
ANIMAL 2 1.0 0.0 38.0
ANIMAL 3 9.0 2.0 37.0
ANIMAL 4 1.0 5.0 40.0
ANIMAL 5 7.0 1.0 39.0
STEP 5
FIRE 0 3 66.00 VOLTAGE 85.80
FIRE 0 8 60.00 VOLTAGE 78.00
FIRE 1 3 69.00 VOLTAGE 89.70
FIRE 1 9 63.00 VOLTAGE 81.90
FIRE 2 0 66.00 VOLTAGE 85.80
FIRE 2 4 61.00 VOLTAGE 79.30
FIRE 2 9 63.00 VOLTAGE 81.90
FIRE 3 1 61.00 VOLTAGE 79.30
FIRE 3 6 67.00 VOLTAGE 87.10
FIRE 3 7 62.00 VOLTAGE 80.60
FIRE 3 8 66.00 VOLTAGE 85.80
FIRE 4 0 65.00 VOLTAGE 84.50
FIRE 5 0 66.00 VOLTAGE 85.80
FIRE 5 2 62.00 VOLTAGE 80.60
FIRE 5 6 66.00 VOLTAGE 85.80
FIRE 6 3 60.00 VOLTAGE 78.00
FIRE 6 9 65.00 VOLTAGE 84.50
FIRE 7 1 60.00 VOLTAGE 78.00
FIRE 7 4 68.00 VOLTAGE 88.40
FIRE 7 6 67.00 VOLTAGE 87.10
FIRE 7 7 63.00 VOLTAGE 81.90
FIRE 7 8 67.00 VOLTAGE 87.10
FIRE 7 9 64.00 VOLTAGE 83.20
FIRE 8 2 68.00 VOLTAGE 88.40
FIRE 8 3 68.00 VOLTAGE 88.40
FIRE 9 8 70.00 VOLTAGE 91.00
FIRE 9 9 70.00 VOLTAGE 91.00
ANIMAL 1 5.0 4.0 36.0
ANIMAL 2 1.0 1.0 39.0
ANIMAL 3 8.0 1.0 40.0
ANIMAL 4 2.0 6.0 36.0
ANIMAL 5 6.0 0.0 40.0
STEP 6
FIRE 0 0 62.00 VOLTAGE 80.60
FIRE 0 1 60.00 VOLTAGE 78.00
FIRE 0 4 61.00 VOLTAGE 79.30
FIRE 1 0 70.00 VOLTAGE 91.00
FIRE 1 4 68.00 VOLTAGE 88.40
FIRE 1 8 63.00 VOLTAGE 81.90
FIRE 1 9 61.00 VOLTAGE 79.30
FIRE 2 4 67.00 VOLTAGE 87.10
FIRE 3 3 60.00 VOLTAGE 78.00
FIRE 3 5 67.00 VOLTAGE 87.10
FIRE 4 1 62.00 VOLTAGE 80.60
FIRE 4 6 67.00 VOLTAGE 87.10
FIRE 4 7 69.00 VOLTAGE 89.70
FIRE 4 8 60.00 VOLTAGE 78.00
FIRE 4 9 63.00 VOLTAGE 81.90
FIRE 5 4 65.00 VOLTAGE 84.50
FIRE 6 1 68.00 VOLTAGE 88.40
FIRE 6 3 61.00 VOLTAGE 79.30
FIRE 6 6 67.00 VOLTAGE 87.10
FIRE 6 9 63.00 VOLTAGE 81.90
FIRE 7 4 64.00 VOLTAGE 83.20
FIRE 7 5 66.00 VOLTAGE 85.80
FIRE 7 8 70.00 VOLTAGE 91.00
FIRE 8 1 69.00 VOLTAGE 89.70
FIRE 8 2 62.00 VOLTAGE 80.60
FIRE 8 5 66.00 VOLTAGE 85.80
FIRE 8 6 66.00 VOLTAGE 85.80
ANIMAL 1 6.0 4.0 37.0
ANIMAL 2 0.0 2.0 36.0
ANIMAL 3 9.0 0.0 36.0
ANIMAL 4 1.0 7.0 39.0
ANIMAL 5 7.0 1.0 38.0
STEP 7
FIRE 0 0 65.00 VOLTAGE 84.50
FIRE 0 5 66.00 VOLTAGE 85.80
FIRE 0 6 66.00 VOLTAGE 85.80
FIRE 0 8 61.00 VOLTAGE 79.30
FIRE 0 9 70.00 VOLTAGE 91.00
FIRE 1 0 69.00 VOLTAGE 89.70
FIRE 1 1 66.00 VOLTAGE 85.80
FIRE 1 5 70.00 VOLTAGE 91.00
FIRE 1 6 66.00 VOLTAGE 85.80
FIRE 2 4 68.00 VOLTAGE 88.40
FIRE 2 6 61.00 VOLTAGE 79.30
FIRE 2 7 61.00 VOLTAGE 79.30
FIRE 2 9 69.00 VOLTAGE 89.70
FIRE 3 0 65.00 VOLTAGE 84.50
FIRE 3 5 69.00 VOLTAGE 89.70
FIRE 3 6 69.00 VOLTAGE 89.70
FIRE 3 7 64.00 VOLTAGE 83.20
FIRE 3 8 64.00 VOLTAGE 83.20
FIRE 3 9 64.00 VOLTAGE 83.20
FIRE 4 0 67.00 VOLTAGE 87.10
FIRE 4 2 64.00 VOLTAGE 83.20
FIRE 4 5 68.00 VOLTAGE 88.40
FIRE 4 8 63.00 VOLTAGE 81.90
FIRE 4 9 64.00 VOLTAGE 83.20
FIRE 5 3 66.00 VOLTAGE 85.80
FIRE 5 5 64.00 VOLTAGE 83.20
FIRE 5 6 66.00 VOLTAGE 85.80
FIRE 6 5 66.00 VOLTAGE 85.80
FIRE 7 3 61.00 VOLTAGE 79.30
FIRE 7 5 68.00 VOLTAGE 88.40
FIRE 9 2 69.00 VOLTAGE 89.70
FIRE 9 3 64.00 VOLTAGE 83.20
FIRE 9 9 68.00 VOLTAGE 88.40
ANIMAL 1 7.0 3.0 39.0
ANIMAL 2 1.0 1.0 38.0
ANIMAL 3 8.0 1.0 37.0
ANIMAL 4 2.0 8.0 37.0
ANIMAL 5 6.0 2.0 35.0
STEP 8
FIRE 0 3 70.00 VOLTAGE 91.00
FIRE 0 4 60.00 VOLTAGE 78.00
FIRE 0 5 70.00 VOLTAGE 91.00
FIRE 1 0 61.00 VOLTAGE 79.30
FIRE 1 6 66.00 VOLTAGE 85.80
FIRE 2 8 66.00 VOLTAGE 85.80
FIRE 3 1 67.00 VOLTAGE 87.10
FIRE 3 5 61.00 VOLTAGE 79.30
FIRE 3 6 64.00 VOLTAGE 83.20
FIRE 4 1 64.00 VOLTAGE 83.20
FIRE 4 3 67.00 VOLTAGE 87.10
FIRE 4 6 64.00 VOLTAGE 83.20
FIRE 5 3 63.00 VOLTAGE 81.90
FIRE 5 8 60.00 VOLTAGE 78.00
FIRE 6 2 68.00 VOLTAGE 88.40
FIRE 6 5 66.00 VOLTAGE 85.80
FIRE 7 3 62.00 VOLTAGE 80.60
FIRE 7 5 62.00 VOLTAGE 80.60
FIRE 7 8 69.00 VOLTAGE 89.70
FIRE 8 8 66.00 VOLTAGE 85.80
FIRE 9 1 61.00 VOLTAGE 79.30
ANIMAL 1 6.0 4.0 37.0
ANIMAL 2 1.0 2.0 38.0
ANIMAL 3 7.0 2.0 38.0
ANIMAL 4 3.0 8.0 37.0
ANIMAL 5 6.0 1.0 38.0
STEP 9
FIRE 0 4 65.00 VOLTAGE 84.50
FIRE 0 5 69.00 VOLTAGE 89.70
FIRE 0 6 66.00 VOLTAGE 85.80
FIRE 1 3 61.00 VOLTAGE 79.30
FIRE 1 5 65.00 VOLTAGE 84.50
FIRE 2 0 69.00 VOLTAGE 89.70
FIRE 2 6 67.00 VOLTAGE 87.10
FIRE 3 4 70.00 VOLTAGE 91.00
FIRE 3 7 62.00 VOLTAGE 80.60
FIRE 4 3 63.00 VOLTAGE 81.90
FIRE 4 5 70.00 VOLTAGE 91.00
FIRE 4 6 69.00 VOLTAGE 89.70
FIRE 4 7 64.00 VOLTAGE 83.20
FIRE 5 9 62.00 VOLTAGE 80.60
FIRE 6 0 65.00 VOLTAGE 84.50
FIRE 7 0 64.00 VOLTAGE 83.20
FIRE 7 4 65.00 VOLTAGE 84.50
FIRE 7 8 66.00 VOLTAGE 85.80
FIRE 8 0 60.00 VOLTAGE 78.00
FIRE 8 2 70.00 VOLTAGE 91.00
FIRE 8 6 67.00 VOLTAGE 87.10
FIRE 8 7 64.00 VOLTAGE 83.20
FIRE 9 4 60.00 VOLTAGE 78.00
ANIMAL 1 6.0 4.0 36.0
ANIMAL 2 1.0 1.0 39.0
ANIMAL 3 8.0 1.0 38.0
ANIMAL 4 3.0 7.0 40.0
ANIMAL 5 5.0 2.0 36.0
STEP 10
FIRE 0 6 62.00 VOLTAGE 80.60
FIRE 0 8 61.00 VOLTAGE 79.30
FIRE 1 1 64.00 VOLTAGE 83.20
FIRE 1 3 66.00 VOLTAGE 85.80
FIRE 1 9 61.00 VOLTAGE 79.30
FIRE 2 1 61.00 VOLTAGE 79.30
FIRE 2 2 65.00 VOLTAGE 84.50
FIRE 2 5 66.00 VOLTAGE 85.80
FIRE 2 6 69.00 VOLTAGE 89.70
FIRE 2 8 64.00 VOLTAGE 83.20
FIRE 3 5 64.00 VOLTAGE 83.20
FIRE 3 6 69.00 VOLTAGE 89.70
FIRE 3 9 66.00 VOLTAGE 85.80
FIRE 4 3 69.00 VOLTAGE 89.70
FIRE 4 9 63.00 VOLTAGE 81.90
FIRE 6 5 67.00 VOLTAGE 87.10
FIRE 6 9 68.00 VOLTAGE 88.40
FIRE 7 1 67.00 VOLTAGE 87.10
FIRE 7 9 65.00 VOLTAGE 84.50
FIRE 8 3 63.00 VOLTAGE 81.90
FIRE 8 6 68.00 VOLTAGE 88.40
FIRE 8 8 61.00 VOLTAGE 79.30
FIRE 9 7 66.00 VOLTAGE 85.80
FIRE 9 8 68.00 VOLTAGE 88.40
ANIMAL 1 6.0 4.0 35.0
ANIMAL 2 2.0 0.0 37.0
ANIMAL 3 8.0 2.0 38.0
ANIMAL 4 4.0 8.0 35.0
ANIMAL 5 4.0 3.0 39.0
STEP 11
FIRE 0 4 67.00 VOLTAGE 87.10
FIRE 0 6 67.00 VOLTAGE 87.10
FIRE 0 8 62.00 VOLTAGE 80.60
FIRE 1 0 63.00 VOLTAGE 81.90
FIRE 1 5 67.00 VOLTAGE 87.10
FIRE 1 6 67.00 VOLTAGE 87.10
FIRE 2 2 60.00 VOLTAGE 78.00
FIRE 2 7 62.00 VOLTAGE 80.60
FIRE 2 8 61.00 VOLTAGE 79.30
FIRE 2 9 68.00 VOLTAGE 88.40
FIRE 3 3 62.00 VOLTAGE 80.60
FIRE 4 0 69.00 VOLTAGE 89.70
FIRE 5 0 61.00 VOLTAGE 79.30
FIRE 5 4 62.00 VOLTAGE 80.60
FIRE 5 9 63.00 VOLTAGE 81.90
FIRE 6 0 65.00 VOLTAGE 84.50
FIRE 6 1 64.00 VOLTAGE 83.20
FIRE 6 3 61.00 VOLTAGE 79.30
FIRE 6 7 65.00 VOLTAGE 84.50
FIRE 6 8 61.00 VOLTAGE 79.30
FIRE 7 3 67.00 VOLTAGE 87.10
FIRE 8 0 65.00 VOLTAGE 84.50
FIRE 8 1 62.00 VOLTAGE 80.60
FIRE 8 4 63.00 VOLTAGE 81.90
FIRE 9 1 70.00 VOLTAGE 91.00
FIRE 9 4 67.00 VOLTAGE 87.10
FIRE 9 6 62.00 VOLTAGE 80.60
FIRE 9 8 69.00 VOLTAGE 89.70
ANIMAL 1 7.0 4.0 35.0
ANIMAL 2 2.0 0.0 36.0
ANIMAL 3 7.0 3.0 37.0
ANIMAL 4 4.0 8.0 40.0
ANIMAL 5 5.0 4.0 36.0
STEP 12
FIRE 0 4 60.00 VOLTAGE 78.00
FIRE 0 7 69.00 VOLTAGE 89.70
FIRE 1 1 68.00 VOLTAGE 88.40
FIRE 1 3 67.00 VOLTAGE 87.10
FIRE 2 0 66.00 VOLTAGE 85.80
FIRE 2 5 61.00 VOLTAGE 79.30
FIRE 2 8 69.00 VOLTAGE 89.70
FIRE 3 1 64.00 VOLTAGE 83.20
FIRE 3 9 64.00 VOLTAGE 83.20
FIRE 4 3 69.00 VOLTAGE 89.70
FIRE 4 5 67.00 VOLTAGE 87.10
FIRE 4 7 62.00 VOLTAGE 80.60
FIRE 4 9 60.00 VOLTAGE 78.00
FIRE 5 1 61.00 VOLTAGE 79.30
FIRE 5 5 65.00 VOLTAGE 84.50
FIRE 6 2 64.00 VOLTAGE 83.20
FIRE 6 7 64.00 VOLTAGE 83.20
FIRE 6 8 65.00 VOLTAGE 84.50
FIRE 6 9 61.00 VOLTAGE 79.30
FIRE 7 0 60.00 VOLTAGE 78.00
FIRE 7 2 64.00 VOLTAGE 83.20
FIRE 7 3 68.00 VOLTAGE 88.40
FIRE 7 4 68.00 VOLTAGE 88.40
FIRE 7 5 66.00 VOLTAGE 85.80
FIRE 7 6 60.00 VOLTAGE 78.00
FIRE 8 0 70.00 VOLTAGE 91.00
FIRE 8 4 69.00 VOLTAGE 89.70
FIRE 8 7 62.00 VOLTAGE 80.60
FIRE 8 9 65.00 VOLTAGE 84.50
FIRE 9 1 60.00 VOLTAGE 78.00
FIRE 9 2 63.00 VOLTAGE 81.90
FIRE 9 6 67.00 VOLTAGE 87.10
FIRE 9 7 63.00 VOLTAGE 81.90
FIRE 9 8 68.00 VOLTAGE 88.40
ANIMAL 1 8.0 3.0 37.0
ANIMAL 2 2.0 1.0 37.0
ANIMAL 3 6.0 3.0 36.0
ANIMAL 4 3.0 7.0 37.0
ANIMAL 5 4.0 4.0 40.0
STEP 13
FIRE 0 0 64.00 VOLTAGE 83.20
FIRE 0 1 69.00 VOLTAGE 89.70
FIRE 0 6 63.00 VOLTAGE 81.90
FIRE 0 7 62.00 VOLTAGE 80.60
FIRE 0 8 67.00 VOLTAGE 87.10
FIRE 1 3 64.00 VOLTAGE 83.20
FIRE 1 8 67.00 VOLTAGE 87.10
FIRE 2 4 62.00 VOLTAGE 80.60
FIRE 2 5 67.00 VOLTAGE 87.10
FIRE 3 0 70.00 VOLTAGE 91.00
FIRE 3 4 63.00 VOLTAGE 81.90
FIRE 3 7 61.00 VOLTAGE 79.30
FIRE 4 4 61.00 VOLTAGE 79.30
FIRE 5 8 61.00 VOLTAGE 79.30
FIRE 6 0 64.00 VOLTAGE 83.20
FIRE 6 3 69.00 VOLTAGE 89.70
FIRE 6 5 64.00 VOLTAGE 83.20
FIRE 6 8 60.00 VOLTAGE 78.00
FIRE 7 3 70.00 VOLTAGE 91.00
FIRE 7 6 62.00 VOLTAGE 80.60
FIRE 7 7 65.00 VOLTAGE 84.50
FIRE 8 5 61.00 VOLTAGE 79.30
FIRE 8 6 60.00 VOLTAGE 78.00
FIRE 9 0 69.00 VOLTAGE 89.70
FIRE 9 5 61.00 VOLTAGE 79.30
ANIMAL 1 9.0 3.0 39.0
ANIMAL 2 2.0 1.0 39.0
ANIMAL 3 7.0 3.0 40.0
ANIMAL 4 2.0 7.0 37.0
ANIMAL 5 3.0 5.0 36.0
STEP 14
FIRE 0 3 62.00 VOLTAGE 80.60
FIRE 0 9 63.00 VOLTAGE 81.90
FIRE 1 1 67.00 VOLTAGE 87.10
FIRE 1 9 66.00 VOLTAGE 85.80
FIRE 2 0 65.00 VOLTAGE 84.50
FIRE 2 1 65.00 VOLTAGE 84.50
FIRE 2 4 64.00 VOLTAGE 83.20
FIRE 2 7 64.00 VOLTAGE 83.20
FIRE 2 9 67.00 VOLTAGE 87.10
FIRE 3 1 64.00 VOLTAGE 83.20
FIRE 4 0 61.00 VOLTAGE 79.30
FIRE 4 1 61.00 VOLTAGE 79.30
FIRE 4 2 64.00 VOLTAGE 83.20
FIRE 4 9 68.00 VOLTAGE 88.40
FIRE 5 1 61.00 VOLTAGE 79.30
FIRE 5 4 66.00 VOLTAGE 85.80
FIRE 5 6 63.00 VOLTAGE 81.90
FIRE 5 7 70.00 VOLTAGE 91.00
FIRE 5 8 65.00 VOLTAGE 84.50
FIRE 8 2 69.00 VOLTAGE 89.70
FIRE 8 4 70.00 VOLTAGE 91.00
FIRE 9 2 70.00 VOLTAGE 91.00
FIRE 9 3 60.00 VOLTAGE 78.00
FIRE 9 4 61.00 VOLTAGE 79.30
FIRE 9 5 67.00 VOLTAGE 87.10
ANIMAL 1 9.0 3.0 35.0
ANIMAL 2 3.0 1.0 36.0
ANIMAL 3 6.0 4.0 37.0
ANIMAL 4 1.0 7.0 37.0
ANIMAL 5 2.0 4.0 40.0
STEP 15
FIRE 1 0 64.00 VOLTAGE 83.20
FIRE 1 6 68.00 VOLTAGE 88.40
FIRE 1 8 67.00 VOLTAGE 87.10
FIRE 2 2 69.00 VOLTAGE 89.70
FIRE 2 5 61.00 VOLTAGE 79.30
FIRE 2 6 63.00 VOLTAGE 81.90
FIRE 3 9 63.00 VOLTAGE 81.90
FIRE 4 1 61.00 VOLTAGE 79.30
FIRE 4 2 63.00 VOLTAGE 81.90
FIRE 4 6 69.00 VOLTAGE 89.70
FIRE 4 7 70.00 VOLTAGE 91.00
FIRE 5 0 68.00 VOLTAGE 88.40
FIRE 5 1 64.00 VOLTAGE 83.20
FIRE 5 6 60.00 VOLTAGE 78.00
FIRE 6 1 67.00 VOLTAGE 87.10
FIRE 6 5 60.00 VOLTAGE 78.00
FIRE 6 8 68.00 VOLTAGE 88.40
FIRE 7 2 69.00 VOLTAGE 89.70
FIRE 7 5 67.00 VOLTAGE 87.10
FIRE 7 6 64.00 VOLTAGE 83.20
FIRE 8 2 62.00 VOLTAGE 80.60
FIRE 8 8 69.00 VOLTAGE 89.70
FIRE 9 1 61.00 VOLTAGE 79.30
FIRE 9 3 63.00 VOLTAGE 81.90
ANIMAL 1 9.0 2.0 37.0
ANIMAL 2 2.0 2.0 35.0
ANIMAL 3 5.0 4.0 39.0
ANIMAL 4 0.0 7.0 39.0
ANIMAL 5 1.0 5.0 40.0
STEP 16
FIRE 0 3 63.00 VOLTAGE 81.90
FIRE 0 4 68.00 VOLTAGE 88.40
FIRE 0 9 64.00 VOLTAGE 83.20
FIRE 1 5 70.00 VOLTAGE 91.00
FIRE 1 7 64.00 VOLTAGE 83.20
FIRE 2 3 61.00 VOLTAGE 79.30
FIRE 2 5 69.00 VOLTAGE 89.70
FIRE 3 3 60.00 VOLTAGE 78.00
FIRE 3 5 63.00 VOLTAGE 81.90
FIRE 3 8 61.00 VOLTAGE 79.30
FIRE 3 9 67.00 VOLTAGE 87.10
FIRE 4 2 68.00 VOLTAGE 88.40
FIRE 4 4 66.00 VOLTAGE 85.80
FIRE 4 5 60.00 VOLTAGE 78.00
FIRE 4 9 62.00 VOLTAGE 80.60
FIRE 5 1 67.00 VOLTAGE 87.10
FIRE 6 3 64.00 VOLTAGE 83.20
FIRE 6 9 69.00 VOLTAGE 89.70
FIRE 7 2 61.00 VOLTAGE 79.30
FIRE 7 8 62.00 VOLTAGE 80.60
FIRE 8 0 69.00 VOLTAGE 89.70
FIRE 8 2 66.00 VOLTAGE 85.80
FIRE 8 6 60.00 VOLTAGE 78.00
FIRE 8 7 66.00 VOLTAGE 85.80
FIRE 9 0 61.00 VOLTAGE 79.30
FIRE 9 7 70.00 VOLTAGE 91.00
FIRE 9 8 70.00 VOLTAGE 91.00
ANIMAL 1 8.0 2.0 38.0
ANIMAL 2 1.0 1.0 38.0
ANIMAL 3 6.0 5.0 35.0
ANIMAL 4 0.0 7.0 39.0
ANIMAL 5 1.0 6.0 36.0
STEP 17
FIRE 0 1 66.00 VOLTAGE 85.80
FIRE 0 2 62.00 VOLTAGE 80.60
FIRE 0 8 70.00 VOLTAGE 91.00
FIRE 1 1 67.00 VOLTAGE 87.10
FIRE 1 3 69.00 VOLTAGE 89.70
FIRE 1 4 66.00 VOLTAGE 85.80
FIRE 2 0 68.00 VOLTAGE 88.40
FIRE 2 3 68.00 VOLTAGE 88.40
FIRE 2 5 63.00 VOLTAGE 81.90
FIRE 2 6 70.00 VOLTAGE 91.00
FIRE 3 4 70.00 VOLTAGE 91.00
FIRE 3 8 60.00 VOLTAGE 78.00
FIRE 3 9 64.00 VOLTAGE 83.20
FIRE 4 0 68.00 VOLTAGE 88.40
FIRE 4 6 64.00 VOLTAGE 83.20
FIRE 5 0 66.00 VOLTAGE 85.80
FIRE 5 1 60.00 VOLTAGE 78.00
FIRE 5 5 61.00 VOLTAGE 79.30
FIRE 5 7 64.00 VOLTAGE 83.20
FIRE 6 9 67.00 VOLTAGE 87.10
FIRE 7 4 70.00 VOLTAGE 91.00
FIRE 8 0 64.00 VOLTAGE 83.20
FIRE 8 1 60.00 VOLTAGE 78.00
FIRE 8 4 65.00 VOLTAGE 84.50
FIRE 8 8 62.00 VOLTAGE 80.60
FIRE 9 0 68.00 VOLTAGE 88.40
FIRE 9 3 61.00 VOLTAGE 79.30
